"Ticker";"Nome";"Preco Atual";"Setor";"Subsetor"
"AALR3";"ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.";3.28;"Health Services";"Serv.Méd.Hospit..Análises e Diagnósticos"
"AALR3F";"ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.";3.3;"Health Services";""
"ABCB4";"BCO ABC BRASIL S.A.";23.54;"Finance";"Bancos"
"ABCB4F";"BCO ABC BRASIL S.A.";23.54;"Finance";""
"ABEV3";"AMBEV S.A.";15.81;"Consumer Non-Durables";"Cervejas e Refrigerantes"
"ABEV3F";"AMBEV S.A.";15.83;"Consumer Non-Durables";""
"AERI3";"AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S/A";2.04;"Producer Manufacturing";"Máq. e Equip. Industriais"
"AERI3F";"AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S/A";2.02;"Producer Manufacturing";""
"AFLT3";"AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A";7.32;"Utilities";"Energia Elétrica"
"AFLT3F";"AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A";7.37;"Utilities";""
"AGRO3";"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS";19.38;"Finance";"Agricultura"
"AGRO3F";"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS";19.39;"Finance";""
"AGXY3";"AGROGALAXY PARTICIPAÇÕES S.A.";1.74;"Distribution Services";"Agricultura"
"AGXY3F";"AGROGALAXY PARTICIPAÇÕES S.A.";1.76;"Distribution Services";""
"AHEB3";"SAO PAULO TURISMO S.A.";23.9;"Commercial Services";"Produção de Eventos e Shows"
"AHEB3F";"SAO PAULO TURISMO S.A.";22.6;"Commercial Services";""
"AHEB5F";"SAO PAULO TURISMO S.A.";46.38;"Commercial Services";""
"ALLD3";"ALLIED TECNOLOGIA S.A.";4.5;"Technology Services";"Eletrodomésticos"
"ALLD3F";"ALLIED TECNOLOGIA S.A.";4.51;"Technology Services";""
"ALOS3";"ALLOS S.A";27.01;"Finance";"Exploração de Imóveis"
"ALOS3F";"ALLOS S.A";27.02;"Finance";""
"ALPA3";"ALPARGATAS S.A.";8.92;"Consumer Non-Durables";"Calçados"
"ALPA3F";"ALPARGATAS S.A.";8.93;"Consumer Non-Durables";""
"ALPA4";"ALPARGATAS S.A.";11.66;"Consumer Non-Durables";""
"ALPA4F";"ALPARGATAS S.A.";11.67;"Consumer Non-Durables";""
"ALPK3";"ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A";4.18;"Consumer Services";"Serviços Diversos"
"ALPK3F";"ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A";4.18;"Consumer Services";""
"ALUP11F";"ALUPAR INVESTIMENTO S/A";33.2;"Utilities";""
"ALUP3";"ALUPAR INVESTIMENTO S/A";11.83;"Utilities";"Energia Elétrica"
"ALUP3F";"ALUPAR INVESTIMENTO S/A";12.09;"Utilities";""
"ALUP4";"ALUPAR INVESTIMENTO S/A";10.59;"Utilities";""
"ALUP4F";"ALUPAR INVESTIMENTO S/A";10.67;"Utilities";""
"AMAR3";"MARISA LOJAS S.A.";0.57;"Retail Trade";"Tecidos. Vestuário e Calçados"
"AMAR3F";"MARISA LOJAS S.A.";0.58;"Retail Trade";""
"AMBP3";"AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A";0.16;"Commercial Services";"Água e Saneamento"
"AMBP3F";"AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A";0.15;"Commercial Services";""
"AMER3";"AMERICANAS S.A";3.92;"Retail Trade";"Produtos Diversos"
"AMER3F";"AMERICANAS S.A";3.92;"Retail Trade";""
"AMOB3";"AUTOMOB PARTICIPAÇÕES S.A.";12.4;"Retail Trade";"Automóveis e Motocicletas"
"AMOB3F";"AUTOMOB PARTICIPAÇÕES S.A.";12.35;"Retail Trade";""
"ANIM3";"ANIMA HOLDING S.A.";2.13;"Consumer Services";"Serviços Educacionais"
"ANIM3F";"ANIMA HOLDING S.A.";2.13;"Consumer Services";""
"ARML3";"ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.";3.17;"Finance";"Máq. e Equip. Industriais"
"ARML3F";"ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.";3.18;"Finance";""
"ARND3";"ARND3";0.5;"Commercial Services";"Programas e Serviços"
"ARND3F";"ARND3F";0.52;"Commercial Services";""
"ASAI3";"SENDAS DISTRIBUIDORA S.A.";8.19;"Retail Trade";"Alimentos"
"ASAI3F";"SENDAS DISTRIBUIDORA S.A.";8.2;"Retail Trade";""
"ATED3";"ATOM EDUCAÇÃO E EDITORA S.A.";1.5;"Technology Services";"Serviços Educacionais"
"ATED3F";"ATOM EDUCAÇÃO E EDITORA S.A.";1.55;"Technology Services";""
"AUAU3";"UNIÃO PET PARTICIPAÇÕES S.A.";3.12;"Process Industries";"Produtos Diversos"
"AUAU3F";"UNIÃO PET PARTICIPAÇÕES S.A.";3.13;"Process Industries";""
"AURE3";"AUREN ENERGIA S.A.";11.24;"Utilities";"Energia Elétrica"
"AURE3F";"AUREN ENERGIA S.A.";11.24;"Utilities";""
"AVLL3";"ALPHAVILLE S.A.";10.15;"Finance";"Incorporações"
"AVLL3F";"ALPHAVILLE S.A.";10.15;"Finance";""
"AXIA3";"AXIA3";49.96;"Utilities";"Energia Elétrica"
"AXIA3F";"AXIA3F";49.97;"Utilities";""
"AXIA7";"AXIA7";48.89;"Utilities";""
"AXIA7F";"AXIA7F";48.91;"Utilities";""
"AZEV3";"AZEVEDO E TRAVASSOS S.A.";1.98;"Industrial Services";"Construção Pesada"
"AZEV3F";"AZEVEDO E TRAVASSOS S.A.";1.98;"Industrial Services";""
"AZEV4";"AZEVEDO E TRAVASSOS S.A.";1.24;"Industrial Services";""
"AZEV4F";"AZEVEDO E TRAVASSOS S.A.";1.22;"Industrial Services";""
"AZTE3";"AZEVEDO & TRAVASSOS ENERGIA S.A.";1.34;"Energy Minerals";""
"AZTE3F";"AZEVEDO & TRAVASSOS ENERGIA S.A.";1.35;"Energy Minerals";""
"AZUL3";"AZUL S.A.";22.1;"Transportation";""
"AZUL3F";"AZUL S.A.";21.99;"Transportation";""
"AZZA3";"AZZAS 2154 S.A.";17.8;"Consumer Non-Durables";"Tecidos, Vestuário e Calçados"
"AZZA3F";"AZZAS 2154 S.A.";17.8;"Consumer Non-Durables";""
"B1003";"B100 S.A.";21.5;"Finance";""
"B1003F";"B100 S.A.";19.47;"Finance";""
"B3SA3";"B3 S.A. - BRASIL. BOLSA. BALCÃO";15;"Finance";"Dados Financeiros e Bolsas de Valores"
"B3SA3F";"B3 S.A. - BRASIL. BOLSA. BALCÃO";15.01;"Finance";""
"BALM3";"BAUMER S.A.";26;"Health Technology";"Equipamentos"
"BALM3F";"BAUMER S.A.";25.57;"Health Technology";""
"BALM4";"BAUMER S.A.";16.04;"Health Technology";""
"BALM4F";"BAUMER S.A.";17.79;"Health Technology";""
"BAZA3";"BCO AMAZONIA S.A.";59.34;"Finance";"Bancos"
"BAZA3F";"BCO AMAZONIA S.A.";59.23;"Finance";""
"BBAS3";"BCO BRASIL S.A.";20.56;"Finance";"Bancos Diversificados"
"BBAS3F";"BCO BRASIL S.A.";20.54;"Finance";""
"BBDC3";"BCO BRADESCO S.A.";16.04;"Finance";"Bancos"
"BBDC3F";"BCO BRADESCO S.A.";16.06;"Finance";""
"BBDC4";"BCO BRADESCO S.A.";18.42;"Finance";"Bancos Diversificados"
"BBDC4F";"BCO BRADESCO S.A.";18.44;"Finance";""
"BBSE3";"BB SEGURIDADE PARTICIPAÇÕES S.A.";41.07;"Finance";"Seguradoras"
"BBSE3F";"BB SEGURIDADE PARTICIPAÇÕES S.A.";41.05;"Finance";""
"BDLL3";"BARDELLA S.A. INDUSTRIAS MECANICAS";5;"Producer Manufacturing";"Máq. e Equip. Industriais"
"BDLL3F";"BARDELLA S.A. INDUSTRIAS MECANICAS";5;"Producer Manufacturing";""
"BDLL4";"BARDELLA S.A. INDUSTRIAS MECANICAS";3.6;"Producer Manufacturing";""
"BDLL4F";"BARDELLA S.A. INDUSTRIAS MECANICAS";3.6;"Producer Manufacturing";""
"BEEF3";"MINERVA S.A.";3.55;"Distribution Services";"Carnes e Derivados"
"BEEF3F";"MINERVA S.A.";3.56;"Distribution Services";""
"BEES3";"BANESTES S.A. - BCO EST ESPIRITO SANTO";8.72;"Finance";"Bancos"
"BEES3F";"BANESTES S.A. - BCO EST ESPIRITO SANTO";8.73;"Finance";""
"BEES4";"BANESTES S.A. - BCO EST ESPIRITO SANTO";8.88;"Finance";""
"BEES4F";"BANESTES S.A. - BCO EST ESPIRITO SANTO";8.96;"Finance";""
"BGIP3";"BCO ESTADO DE SERGIPE S.A. - BANESE";47.47;"Finance";"Bancos"
"BGIP3F";"BCO ESTADO DE SERGIPE S.A. - BANESE";51.91;"Finance";""
"BGIP4";"BCO ESTADO DE SERGIPE S.A. - BANESE";33.44;"Finance";""
"BGIP4F";"BCO ESTADO DE SERGIPE S.A. - BANESE";33;"Finance";""
"BHIA3";"GRUPO CASAS BAHIA S.A.";0.92;"Retail Trade";"Eletrodomésticos"
"BHIA3F";"GRUPO CASAS BAHIA S.A.";0.92;"Retail Trade";""
"BIED3";"BIOMA EDUCAÇÃO S.A.";7.85;"Consumer Services";"Serviços Educacionais"
"BIED3F";"BIOMA EDUCAÇÃO S.A.";7.5;"Consumer Services";""
"BIOM3";"BIOMM S.A.";6;"Health Technology";"Medicamentos e Outros Produtos"
"BIOM3F";"BIOMM S.A.";6.18;"Health Technology";""
"BLAU3";"BLAU FARMACÊUTICA S.A.";9.13;"Health Technology";"Medicamentos e Outros Produtos"
"BLAU3F";"BLAU FARMACÊUTICA S.A.";9.12;"Health Technology";""
"BMEB3";"BCO MERCANTIL DO BRASIL S.A.";51.23;"Finance";"Bancos"
"BMEB3F";"BCO MERCANTIL DO BRASIL S.A.";51.25;"Finance";""
"BMEB4";"BCO MERCANTIL DO BRASIL S.A.";59.61;"Finance";""
"BMEB4F";"BCO MERCANTIL DO BRASIL S.A.";60.01;"Finance";""
"BMGB4";"BANCO BMG S.A.";5.23;"Finance";"Bancos"
"BMGB4F";"BANCO BMG S.A.";5.24;"Finance";""
"BMIN3F";"BCO MERCANTIL DE INVESTIMENTOS S.A.";22.99;"Finance";""
"BMIN4";"BCO MERCANTIL DE INVESTIMENTOS S.A.";18.02;"Finance";""
"BMIN4F";"BCO MERCANTIL DE INVESTIMENTOS S.A.";17.73;"Finance";""
"BMKS3";"BICICLETAS MONARK S.A.";381.01;"Consumer Durables";"Bicicletas"
"BMOB3";"BEMOBI MOBILE TECH S.A.";22.94;"Technology Services";"Programas e Serviços"
"BMOB3F";"BEMOBI MOBILE TECH S.A.";22.93;"Technology Services";""
"BNBR3";"BCO NORDESTE DO BRASIL S.A.";106.52;"Finance";"Bancos"
"BNBR3F";"BCO NORDESTE DO BRASIL S.A.";108.63;"Finance";""
"BOBR4";"BOMBRIL S.A.";1.24;"Consumer Non-Durables";""
"BOBR4F";"BOMBRIL S.A.";1.33;"Consumer Non-Durables";""
"BPAC11F";"BCO BTG PACTUAL S.A.";55.44;"Finance";""
"BPAC3";"BCO BTG PACTUAL S.A.";22.31;"Finance";"Bancos"
"BPAC3F";"BCO BTG PACTUAL S.A.";22.45;"Finance";""
"BPAC5";"BCO BTG PACTUAL S.A.";17.9;"Finance";""
"BPAC5F";"BCO BTG PACTUAL S.A.";17.94;"Finance";""
"BPAR3F";"BCO ESTADO DO PARA S.A.";180.02;"Finance";""
"BRAP3";"BRADESPAR S.A.";18.24;"Finance";"Minerais Metálicos"
"BRAP3F";"BRADESPAR S.A.";18.24;"Finance";""
"BRAP4";"BRADESPAR S.A.";20.81;"Finance";""
"BRAP4F";"BRADESPAR S.A.";20.84;"Finance";""
"BRAV3";"BRAVA ENERGIA S.A.";20.1;"Energy Minerals";"Exploração e Produção de Petróleo"
"BRAV3F";"BRAVA ENERGIA S.A.";20.11;"Energy Minerals";""
"BRAX";"BRAX";144.5;"";""
"BRBI11F";"BRBI BR PARTNERS S.A.";14.59;"Finance";""
"BRKM3";"BRASKEM S.A.";4.9;"Process Industries";"Petroquímicos"
"BRKM3F";"BRASKEM S.A.";5.01;"Process Industries";""
"BRKM5";"BRASKEM S.A.";5.93;"Process Industries";"Petroquímicos"
"BRKM5F";"BRASKEM S.A.";5.95;"Process Industries";""
"BRKM6F";"BRASKEM S.A.";6.21;"Process Industries";""
"BRSR3";"BCO ESTADO DO RIO GRANDE DO SUL S.A.";17.59;"Finance";"Bancos"
"BRSR3F";"BCO ESTADO DO RIO GRANDE DO SUL S.A.";17.65;"Finance";""
"BRSR5F";"BCO ESTADO DO RIO GRANDE DO SUL S.A.";16.9;"Finance";""
"BRSR6";"BCO ESTADO DO RIO GRANDE DO SUL S.A.";14.15;"Finance";""
"BRSR6F";"BCO ESTADO DO RIO GRANDE DO SUL S.A.";14.16;"Finance";""
"BRST3";"BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.";2.77;"Communications";"Telecomunicações"
"BRST3F";"BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.";2.79;"Communications";""
"BSLI3";"BRB BCO DE BRASILIA S.A.";2.99;"Finance";"Bancos"
"BSLI3F";"BRB BCO DE BRASILIA S.A.";2.98;"Finance";""
"BSLI4";"BRB BCO DE BRASILIA S.A.";3;"Finance";""
"BSLI4F";"BRB BCO DE BRASILIA S.A.";3;"Finance";""
"CALI3F";"CONSTRUTORA ADOLPHO LINDENBERG S.A.";26.75;"Industrial Services";""
"CAMB3";"CAMBUCI S.A.";9.25;"Consumer Non-Durables";"Calçados"
"CAMB3F";"CAMBUCI S.A.";9.12;"Consumer Non-Durables";""
"CAML3";"CAMIL ALIMENTOS S.A.";4.25;"Process Industries";"Alimentos Diversos"
"CAML3F";"CAMIL ALIMENTOS S.A.";4.24;"Process Industries";""
"CASH3";"MÉLIUZ S.A.";4.34;"Commercial Services";"Programas e Serviços"
"CASH3F";"MÉLIUZ S.A.";4.35;"Commercial Services";""
"CASN3F";"CIA CATARINENSE DE AGUAS E SANEAM.-CASAN";8.5;"Utilities";""
"CBAV3";"COMPANHIA BRASILEIRA DE ALUMÍNIO";10.83;"Non-Energy Minerals";"Minerais Metálicos"
"CBAV3F";"COMPANHIA BRASILEIRA DE ALUMÍNIO";10.82;"Non-Energy Minerals";""
"CBEE3";"AMPLA ENERGIA E SERVICOS S.A.";10.01;"Utilities";"Energia Elétrica"
"CBEE3F";"AMPLA ENERGIA E SERVICOS S.A.";9.69;"Utilities";""
"CCTY3F";"BELORA RDVC CITY DESENVOLVIMENTO  IMOBILIÁRIO S.A.";6.65;"Consumer Durables";""
"CEAB3";"CEA MODAS S.A.";9.4;"Retail Trade";"Tecidos. Vestuário e Calçados"
"CEAB3F";"CEA MODAS S.A.";9.4;"Retail Trade";""
"CEBR3";"CIA ENERGETICA DE BRASILIA";24.38;"Utilities";"Energia Elétrica"
"CEBR3F";"CIA ENERGETICA DE BRASILIA";24.52;"Utilities";""
"CEBR5";"CIA ENERGETICA DE BRASILIA";24.08;"Utilities";""
"CEBR5F";"CIA ENERGETICA DE BRASILIA";24.07;"Utilities";""
"CEBR6";"CIA ENERGETICA DE BRASILIA";28.94;"Utilities";""
"CEBR6F";"CIA ENERGETICA DE BRASILIA";29.34;"Utilities";""
"CEDO4";"CIA FIACAO TECIDOS CEDRO CACHOEIRA";5.01;"Process Industries";""
"CEDO4F";"CIA FIACAO TECIDOS CEDRO CACHOEIRA";4.86;"Process Industries";""
"CEEB3";"CIA ELETRICIDADE EST. DA BAHIA - COELBA";48.7;"Utilities";"Energia Elétrica"
"CEEB3F";"CIA ELETRICIDADE EST. DA BAHIA - COELBA";46.89;"Utilities";""
"CEEB5F";"CIA ELETRICIDADE EST. DA BAHIA - COELBA";48.98;"Utilities";""
"CEED3";"CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D";7.3;"Utilities";"Energia Elétrica"
"CEED3F";"CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D";7.56;"Utilities";""
"CEED4F";"CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D";16.07;"Utilities";""
"CEGR3F";"CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG";40;"Utilities";""
"CGAS3F";"CIA GAS DE SAO PAULO - COMGAS";125.02;"Utilities";""
"CGAS5";"CIA GAS DE SAO PAULO - COMGAS";124;"Utilities";""
"CGAS5F";"CIA GAS DE SAO PAULO - COMGAS";123.63;"Utilities";""
"CGRA3";"GRAZZIOTIN S.A.";24.65;"Retail Trade";"Tecidos. Vestuário e Calçados"
"CGRA3F";"GRAZZIOTIN S.A.";24.65;"Retail Trade";""
"CGRA4";"GRAZZIOTIN S.A.";24.2;"Retail Trade";""
"CGRA4F";"GRAZZIOTIN S.A.";24.31;"Retail Trade";""
"CLSC3";"CENTRAIS ELET DE SANTA CATARINA S.A.";127.75;"Utilities";"Energia Elétrica"
"CLSC3F";"CENTRAIS ELET DE SANTA CATARINA S.A.";128.67;"Utilities";""
"CLSC4";"CENTRAIS ELET DE SANTA CATARINA S.A.";138.59;"Utilities";""
"CLSC4F";"CENTRAIS ELET DE SANTA CATARINA S.A.";138.01;"Utilities";""
"CMIG3";"CIA ENERGETICA DE MINAS GERAIS - CEMIG";16.01;"Utilities";"Energia Elétrica"
"CMIG3F";"CIA ENERGETICA DE MINAS GERAIS - CEMIG";16.04;"Utilities";""
"CMIG4";"CIA ENERGETICA DE MINAS GERAIS - CEMIG";10.99;"Utilities";"Energia Elétrica"
"CMIG4F";"CIA ENERGETICA DE MINAS GERAIS - CEMIG";11;"Utilities";""
"CMIN3";"CSN MINERAÇÃO S.A.";5.47;"Non-Energy Minerals";"Minerais Metálicos"
"CMIN3F";"CSN MINERAÇÃO S.A.";5.47;"Non-Energy Minerals";""
"COCE3F";"CIA ENERGETICA DO CEARA - COELCE";35.3;"Utilities";""
"COCE5";"CIA ENERGETICA DO CEARA - COELCE";31.43;"Utilities";""
"COCE5F";"CIA ENERGETICA DO CEARA - COELCE";31.59;"Utilities";""
"COGN3";"COGNA EDUCAÇÃO S.A.";2.15;"Commercial Services";"Serviços Educacionais"
"COGN3F";"COGNA EDUCAÇÃO S.A.";2.16;"Commercial Services";""
"CPFE3";"CPFL ENERGIA S.A.";46.35;"Utilities";"Energia Elétrica"
"CPFE3F";"CPFL ENERGIA S.A.";46.36;"Utilities";""
"CPLE3";"CIA PARANAENSE DE ENERGIA - COPEL";14.56;"Utilities";"Energia Elétrica"
"CPLE3F";"CIA PARANAENSE DE ENERGIA - COPEL";14.57;"Utilities";""
"CRPG3F";"TRONOX PIGMENTOS DO BRASIL S.A.";16.95;"Process Industries";""
"CRPG5";"TRONOX PIGMENTOS DO BRASIL S.A.";12.2;"Process Industries";""
"CRPG5F";"TRONOX PIGMENTOS DO BRASIL S.A.";12.21;"Process Industries";""
"CRPG6";"TRONOX PIGMENTOS DO BRASIL S.A.";13.1;"Process Industries";""
"CRPG6F";"TRONOX PIGMENTOS DO BRASIL S.A.";13;"Process Industries";""
"CSAN3";"COSAN S.A.";3.78;"Utilities";"Exploração, Refino e Distribuição"
"CSAN3F";"COSAN S.A.";3.79;"Utilities";""
"CSED3";"CRUZEIRO DO SUL EDUCACIONAL S.A.";3.79;"Consumer Services";"Serviços Educacionais"
"CSED3F";"CRUZEIRO DO SUL EDUCACIONAL S.A.";3.8;"Consumer Services";""
"CSMG3";"CIA SANEAMENTO DE MINAS GERAIS-COPASA MG";62.88;"Utilities";"Água e Saneamento"
"CSMG3F";"CIA SANEAMENTO DE MINAS GERAIS-COPASA MG";62.9;"Utilities";""
"CSNA3";"CIA SIDERURGICA NACIONAL";5.1;"Non-Energy Minerals";"Siderurgia"
"CSNA3F";"CIA SIDERURGICA NACIONAL";5.1;"Non-Energy Minerals";""
"CSUD3";"CSU DIGITAL S.A.";14.56;"Commercial Services";"Serviços Financeiros Diversos"
"CSUD3F";"CSU DIGITAL S.A.";14.57;"Commercial Services";""
"CTAX3";"CTAX3";0.42;"Commercial Services";""
"CTAX3F";"CTAX3F";0.42;"Commercial Services";""
"CTKA4";"KARSTEN S.A.";33.15;"Process Industries";""
"CTKA4F";"KARSTEN S.A.";33.15;"Process Industries";""
"CURY3";"CURY CONSTRUTORA E INCORPORADORA S.A.";29.6;"Finance";"Incorporações"
"CURY3F";"CURY CONSTRUTORA E INCORPORADORA S.A.";29.62;"Finance";""
"CVCB3";"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.";1.14;"Consumer Services";"Viagens e Turismo"
"CVCB3F";"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.";1.14;"Consumer Services";""
"CXSE3";"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.";22.23;"Finance";"Seguradoras"
"CXSE3F";"CAIXA SEGURIDADE PARTICIPAÇÕES S.A.";22.22;"Finance";""
"CYRE3";"CYRELA BRAZIL REALTY S.A.EMPREEND E PART";21.04;"Finance";"Incorporações"
"CYRE3F";"CYRELA BRAZIL REALTY S.A.EMPREEND E PART";21.01;"Finance";""
"CYRE4";"CYRELA BRAZIL REALTY S.A.EMPREEND E PART";19.96;"Finance";""
"CYRE4F";"CYRELA BRAZIL REALTY S.A.EMPREEND E PART";19.86;"Finance";""
"DASA3";"DIAGNOSTICOS DA AMERICA S.A.";2.86;"Health Services";"Serv.Méd.Hospit..Análises e Diagnósticos"
"DASA3F";"DIAGNOSTICOS DA AMERICA S.A.";2.9;"Health Services";""
"DESK3";"DESKTOP S.A.";17.93;"Communications";"Telecomunicações"
"DESK3F";"DESKTOP S.A.";17.93;"Communications";""
"DEXP3";"DEXXOS PARTICIPACOES S.A.";7.11;"Process Industries";"Petroquímicos"
"DEXP3F";"DEXXOS PARTICIPACOES S.A.";7.09;"Process Industries";""
"DEXP4";"DEXXOS PARTICIPACOES S.A.";7.06;"Process Industries";""
"DEXP4F";"DEXXOS PARTICIPACOES S.A.";7.05;"Process Industries";""
"DIRR3";"DIRECIONAL ENGENHARIA S.A.";11.55;"Finance";"Incorporações"
"DIRR3F";"DIRECIONAL ENGENHARIA S.A.";11.55;"Finance";""
"DMVF3";"D1000 VAREJO FARMA PARTICIPAÇÕES S.A.";6.44;"Distribution Services";"Medicamentos e Outros Produtos"
"DMVF3F";"D1000 VAREJO FARMA PARTICIPAÇÕES S.A.";6.42;"Distribution Services";""
"DOHL4";"DOHLER S.A.";3.76;"Process Industries";""
"DOHL4F";"DOHLER S.A.";3.75;"Process Industries";""
"DOTZ3";"DOTZ S.A.";4.01;"Technology Services";"Programas de Fidelização"
"DOTZ3F";"DOTZ S.A.";4.04;"Technology Services";""
"DTCY3";"DTCOM - DIRECT TO COMPANY S.A.";2.4;"Communications";"Serviços Diversos"
"DTCY3F";"DTCOM - DIRECT TO COMPANY S.A.";2.38;"Communications";""
"DXCO3";"DEXCO S.A.";4.93;"Producer Manufacturing";"Madeira"
"DXCO3F";"DEXCO S.A.";4.92;"Producer Manufacturing";""
"EALT10";"ELECTRO ACO ALTONA S.A.";11.8;"Producer Manufacturing";""
